date,Extended Benefits,PUA,PEUC
12/7/2019,0,0,0
12/14/2019,0,0,0
12/21/2019,0,0,0
12/28/2019,0,0,0
1/4/2020,0,0,0
1/11/2020,0,0,0
1/18/2020,0,0,0
1/25/2020,0,0,0
2/1/2020,0,0,0
2/8/2020,0,0,0
2/15/2020,0,0,0
2/22/2020,0,0,0
2/29/2020,0,0,0
3/7/2020,0,0,0
3/14/2020,0,0,0
3/21/2020,0,0,0
3/28/2020,0,66941,1896
4/4/2020,139,87879,5951
4/11/2020,233,236753,33850
4/18/2020,330,1193567,66456
4/25/2020,436,3651059,94749
5/2/2020,430,6381197,177133
5/9/2020,933,8139507,253292
5/16/2020,1391,11299323,276225
5/23/2020,2228,10129497,599951
5/30/2020,2717,9726314,1143411
6/6/2020,3000,11470042,946808
6/13/2020,2631,13222961,836516
6/20/2020,8010,14454749,967323
6/27/2020,7313,12694714,1018865
7/4/2020,35561,14103921,1062698
7/11/2020,108140,13995369,1092153
7/18/2020,106697,13455146,1218265
7/25/2020,166348,11238209,1287499
8/1/2020,136208,11648026,1381093
8/8/2020,224423,11348092,1497806
8/15/2020,181531,13964384,1538663
8/22/2020,254110,15265660,1588668
8/29/2020,236346,14883873,1739553
9/5/2020,296271,11942891,1815558
9/12/2020,287971,12273350,2078381
9/19/2020,374243,10806180,2215139
9/26/2020,379210,11085876,3114133
10/3/2020,475537,10585004,3612262
10/10/2020,406126,10781090,4052669
10/17/2020,579656,9522295,4301105
10/24/2020,557193,9635319,4523378
10/31/2020,635470,8882741,4707851
11/7/2020,601398,9449358,4884324
11/14/2020,681080,9142751,4901839
11/21/2020,614520,8813943,4820231
11/28/2020,693635,9673790,5056738
12/5/2020,712886,9656580,5090012
12/12/2020,802720,9009425,5164407
12/19/2020,951370,9061376,4829195
12/26/2020,1328337,8051076,4546337
1/2/2021,1409558,6420097,3276441
1/9/2021,1505486,7738290,4229119
1/16/2021,1702492,7669540,3840708
1/23/2021,1653388,8168050,5131851
1/30/2021,1456461,7962913,4349924
2/6/2021,1387819,7800587,5624898
2/13/2021,1304794,7487052,4874792
2/20/2021,1320660,8551473,6011111
2/27/2021,1104417,7887885,5272803
3/6/2021,1067866,8009502,6218075
3/13/2021,1017736,7601508,5513656
3/20/2021,787113,7809466,5631668
3/27/2021,612698,7149826,5158231
4/3/2021,492997,7309604,5605935
4/10/2021,471216,6974909,5194099
4/17/2021,453666,6863451,4973804
4/24/2021,433208,7284088,5291528
5/1/2021,456806,6606198,5142370
5/8/2021,342417,6515657,5191642
5/15/2021,212825,6360202,5301821
5/22/2021,196261,6374514,5231952
5/29/2021,142633,6125524,5165249
6/5/2021,239951,5950861,5274108
6/12/2021,152986,5935630,5261991
6/19/2021,118983,5824831,4908107
6/26/2021,104793,5687188,4710359
7/3/2021,98441,5133938,4134716
7/10/2021,343475,5246162,4233883
7/17/2021,239625,5156982,4246207
7/24/2021,398829,4820787,3852569
7/31/2021,177916,4900047,3846045
8/7/2021,351427,5004753,3793956
8/14/2021,114357,5413238,3800000
8/21/2021,311337,5090524,3805008
8/28/2021,98730,5487233,3805795
9/4/2021,287704,4896125,3644555
9/11/2021,431340,1059248,991813
9/18/2021,390677,647690,630814
9/25/2021,222613,549103,440435
10/2/2021,134379,517949,331567
10/9/2021,117559,270013,244379
10/16/2021,144319,277109,233684
10/23/2021,140150,253593,256496
10/30/2021,136208,214734,272974
11/6/2021,134116,187243,151556
11/13/2021,131403,170300,146449
11/20/2021,124145,124536,112728
11/27/2021,132622,194189,136413
12/4/2021,124276,133763,116434
12/11/2021,67543,137421,117721
12/18/2021,57674,91879,99163
12/25/2021,53041,97425,47670
1/1/2022,52532,108019,61466
1/8/2022,48096,109306,60564
1/15/2022,38085,78603,51783
1/22/2022,36539,83749,55131
1/29/2022,36029,76857,51217
2/5/2022,34256,73437,48541
2/12/2022,32551,67950,44235
2/19/2022,29907,59903,41354
2/26/2022,28233,57342,45965
3/5/2022,27330,56190,48698
3/12/2022,27995,53447,39023
3/19/2022,28140,46328,39695
3/26/2022,27985,58108,42672
4/2/2022,27516,57263,40779
4/9/2022,25944,49068,34465
4/16/2022,13978,48292,33011
4/23/2022,12445,47110,38122
4/30/2022,17268,0,0
5/7/2022,13508,0,0
5/14/2022,9410,0,0
5/21/2022,7644,0,0
5/28/2022,6185,0,0
6/4/2022,7244,0,0
6/11/2022,6655,0,0
6/18/2022,6566,0,0
6/25/2022,6857,0,0
7/2/2022,5811,0,0
7/9/2022,6334,0,0
7/16/2022,5772,0,0
7/23/2022,5150,0,0
7/30/2022,4676,0,0
8/6/2022,5130,0,0
8/13/2022,4244,0,0
8/20/2022,4589,0,0
8/27/2022,3798,0,0
9/3/2022,3237,0,0
9/10/2022,4141,0,0
9/17/2022,4025,0,0
9/24/2022,3581,0,0
10/1/2022,3963,0,0
10/8/2022,3699,0,0
10/15/2022,3887,0,0
10/22/2022,3744,0,0
10/29/2022,4388,0,0
11/5/2022,2860,0,0
11/12/2022,3808,0,0
